,index,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,county_average_poverty-rate,county_average_population,county_average_pct-white,county_average_pct-af-am,county_average_pct-hispanic,county_average_pct-am-ind,county_average_pct-asian,county_average_pct-nh-pi,county_average_pct-multiple,county_average_pct-other,county_average_median-household-income,county_average_median-gross-rent,county_average_eviction-filing-rate,county_average_eviction-filings,county_average_median-property-value,county_average_evictions_x,county_average_rent-burden,county_average_renter-occupied-households,county_average_pct-renter-occupied,county_average_evictions_y,county_average_eviction-rate,poverty-rate_above_1,poverty-rate_above_5,poverty-rate_above_10,poverty-rate_above_25,poverty-rate_above_50,poverty-rate_above_75,pct-white_above_1,pct-white_above_5,pct-white_above_10,pct-white_above_25,pct-white_above_50,pct-white_above_75,pct-af-am_above_1,pct-af-am_above_5,pct-af-am_above_10,pct-af-am_above_25,pct-af-am_above_50,pct-af-am_above_75,rent-burden_above_1,rent-burden_above_5,rent-burden_above_10,rent-burden_above_25,rent-burden_above_50,rent-burden_above_75,pct-renter-occupied_above_1,pct-renter-occupied_above_5,pct-renter-occupied_above_10,pct-renter-occupied_above_25,pct-renter-occupied_above_50,pct-renter-occupied_above_75,eviction-filing-rate_above_1,eviction-filing-rate_above_5,eviction-filing-rate_above_10,eviction-filing-rate_above_25,eviction-filing-rate_above_50,eviction-filing-rate_above_75,county_average_poverty-rate_above_1,county_average_poverty-rate_above_5,county_average_poverty-rate_above_10,county_average_poverty-rate_above_25,county_average_poverty-rate_above_50,county_average_poverty-rate_above_75,county_average_pct-white_above_1,county_average_pct-white_above_5,county_average_pct-white_above_10,county_average_pct-white_above_25,county_average_pct-white_above_50,county_average_pct-white_above_75,county_average_pct-af-am_above_1,county_average_pct-af-am_above_5,county_average_pct-af-am_above_10,county_average_pct-af-am_above_25,county_average_pct-af-am_above_50,county_average_pct-af-am_above_75,county_average_rent-burden_above_1,county_average_rent-burden_above_5,county_average_rent-burden_above_10,county_average_rent-burden_above_25,county_average_rent-burden_above_50,county_average_rent-burden_above_75,county_average_pct-renter-occupied_above_1,county_average_pct-renter-occupied_above_5,county_average_pct-renter-occupied_above_10,county_average_pct-renter-occupied_above_25,county_average_pct-renter-occupied_above_50,county_average_pct-renter-occupied_above_75,county_average_eviction-filing-rate_above_1,county_average_eviction-filing-rate_above_5,county_average_eviction-filing-rate_above_10,county_average_eviction-filing-rate_above_25,county_average_eviction-filing-rate_above_50,county_average_eviction-filing-rate_above_75,true_label,score,predicted_label
128,2180,3982.48,3.14,285.0,18.4,449.0,55429.4,138601.84,18.5,91.28,5.53,0.94,0.09,1.33,0.01,0.73,0.1,31.0,18.0,6.31,10.86,0,0,0,7.444375000000002,3774.11625,92.36124999999998,5.601875,0.7418750000000001,0.195,0.4025,0.009375,0.6425000000000001,0.044375000000000005,43674.73625,445.455,7.720624999999999,17.625,126818.13687499998,11.0,18.595625000000002,225.8125,13.22375,11.0,4.760625,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1537,26547,4269.0,11.76,757.0,42.84,539.0,44912.0,116100.0,25.6,57.91,36.03,2.08,0.33,1.83,0.02,1.69,0.12,231.0,55.0,7.26,30.51,0,0,0,18.999753086419762,2893.8641975308633,47.78111111111111,41.86172839506174,3.257901234567902,0.3485185185185185,2.644691358024691,0.09135802469135801,2.5907407407407415,0.1892592592592593,32782.61259259259,533.3146913580246,30.53703703703704,210.2469135802469,102296.64716049386,65.29629629629629,26.728024691358026,581.2098765432099,54.392222222222216,65.29629629629629,9.496913580246913,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1528,26394,2027.0,12.88,800.0,72.26,493.0,27708.0,169000.0,26.6,64.08,26.39,4.93,0.1,1.78,0.1,2.42,0.2,282.0,56.0,7.0,35.24,0,0,0,18.999753086419762,2893.8641975308633,47.78111111111111,41.86172839506174,3.257901234567902,0.3485185185185185,2.644691358024691,0.09135802469135801,2.5907407407407415,0.1892592592592593,32782.61259259259,533.3146913580246,30.53703703703704,210.2469135802469,102296.64716049386,65.29629629629629,26.728024691358026,581.2098765432099,54.392222222222216,65.29629629629629,9.496913580246913,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1781,30695,6314.0,2.71,665.0,23.93,794.0,53099.0,152900.0,26.6,87.03,6.16,2.47,0.24,2.28,0.02,1.74,0.06,162.0,62.0,9.32,24.35,0,0,0,6.195700000000001,4252.570300000001,69.44519999999996,17.80550000000001,4.121799999999999,0.34620000000000006,4.7556,0.08650000000000001,2.2248,0.21600000000000005,51351.2088,833.4131,15.679100000000004,107.09,133522.337,43.39,25.667399999999994,548.11,32.89299999999999,43.39,6.813999999999998,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1871,32225,4740.13,19.97,865.0,41.75,460.98,27564.11,68709.8,23.3,77.63,16.52,3.35,0.29,0.11,0.0,1.98,0.13,157.0,91.0,10.53,18.16,0,0,0,13.628,3891.004,84.18400000000001,9.495999999999999,4.112,0.254,0.532,0.038,1.288,0.09,31876.388,466.796,18.016,129.6,88341.882,63.6,24.3,669.4,41.76,63.6,9.152,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
1873,32259,4582.42,5.3,704.0,33.56,484.0,36874.83,101399.61,24.0,90.34,4.4,3.25,0.37,0.46,0.0,1.13,0.04,56.0,38.0,5.4,7.96,0,0,0,13.628,3891.004,84.18400000000001,9.495999999999999,4.112,0.254,0.532,0.038,1.288,0.09,31876.388,466.796,18.016,129.6,88341.882,63.6,24.3,669.4,41.76,63.6,9.152,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1874,32276,4614.9,6.34,533.0,27.1,473.0,46622.0,123900.0,22.7,91.61,3.64,2.54,0.13,1.1,0.09,0.86,0.02,80.0,20.0,3.75,15.02,0,0,0,13.628,3891.004,84.18400000000001,9.495999999999999,4.112,0.254,0.532,0.038,1.288,0.09,31876.388,466.796,18.016,129.6,88341.882,63.6,24.3,669.4,41.76,63.6,9.152,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1875,32293,4256.0,13.38,623.0,40.2,656.0,52750.0,313100.0,22.7,84.73,8.08,1.83,0.19,4.14,0.09,0.87,0.07,63.0,17.0,2.73,10.11,0,0,0,18.570000000000004,3999.2566666666667,75.26666666666667,16.276666666666667,2.5066666666666673,0.2733333333333334,4.123333333333333,0.049999999999999996,1.3566666666666667,0.14666666666666667,38633.073333333334,620.3366666666667,14.82,116.33333333333333,178135.55999999997,25.666666666666668,27.066666666666663,746.3333333333334,57.343333333333334,25.666666666666668,3.293333333333333,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1529,26411,1319.0,2.88,80.0,13.06,685.0,41521.96,82799.96,24.6,78.24,14.25,2.35,0.45,1.82,0.0,2.27,0.61,14.0,8.0,10.03,17.54,0,0,0,18.999753086419762,2893.8641975308633,47.78111111111111,41.86172839506174,3.257901234567902,0.3485185185185185,2.644691358024691,0.09135802469135801,2.5907407407407415,0.1892592592592593,32782.61259259259,533.3146913580246,30.53703703703704,210.2469135802469,102296.64716049386,65.29629629629629,26.728024691358026,581.2098765432099,54.392222222222216,65.29629629629629,9.496913580246913,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1501,25935,4921.32,4.71,350.0,35.36,660.01,50660.32,107801.72,22.7,60.12,28.44,4.59,0.46,3.38,0.08,2.74,0.19,55.0,23.0,6.57,15.71,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1500,25918,4940.13,4.58,586.0,42.42,724.0,49701.0,126800.0,24.5,61.72,26.61,4.33,0.29,4.27,0.2,2.45,0.12,62.0,8.0,1.37,10.59,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1499,25901,3206.0,4.58,916.0,42.42,724.0,49701.0,126800.0,24.5,61.72,26.61,4.33,0.29,4.27,0.2,2.45,0.12,555.0,89.0,9.71,60.56,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1463,25289,2911.0,34.12,495.0,43.57,342.57,18013.61,47858.33,26.55,5.07,93.05,0.79,0.07,0.42,0.0,0.46,0.14,52.0,35.0,7.07,10.5,0,0,0,19.581999999999997,3083.2,53.596000000000004,42.592000000000006,2.338,0.08,0.48599999999999993,0.0,0.7620000000000001,0.14400000000000002,29528.922,407.714,7.506,42.4,72411.666,30.0,25.23,522.2,40.071999999999996,30.0,5.214,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1475,25493,2329.45,19.56,687.0,59.66,531.41,24864.13,64458.47,30.6,52.08,41.15,2.88,0.43,0.86,0.04,2.42,0.13,154.0,54.0,7.87,22.43,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1.0,0.25886524822695034,0
1472,25442,2563.55,40.22,666.0,70.39,484.0,18082.0,61100.0,30.5,0.54,97.07,0.66,0.31,0.04,0.0,1.39,0.0,223.0,42.0,6.31,33.5,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
527,8969,6173.92,4.33,566.0,39.13,965.0,69772.0,174900.0,23.1,57.22,10.88,11.66,0.3,16.8,0.1,2.75,0.29,47.0,30.0,5.3,8.3,0,1,0,4.368643410852712,3758.775697674419,64.42437984496124,8.30031007751939,10.524031007751928,0.18701550387596896,12.732480620155048,0.063798449612403,2.742790697674417,0.25093023255813957,84813.43538759688,1155.665813953488,3.7612790697674443,17.356589147286822,239823.4250387598,13.232558139534884,23.068449612403104,422.04651162790697,27.935155038759685,13.232558139534884,2.9063178294573633,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.25886524822695034,0
528,8986,3378.08,4.33,707.0,39.13,965.0,69772.0,174900.0,23.1,57.22,10.88,11.66,0.3,16.8,0.1,2.75,0.29,56.0,42.0,5.94,7.93,0,1,0,4.368643410852712,3758.775697674419,64.42437984496124,8.30031007751939,10.524031007751928,0.18701550387596896,12.732480620155048,0.063798449612403,2.742790697674417,0.25093023255813957,84813.43538759688,1155.665813953488,3.7612790697674443,17.356589147286822,239823.4250387598,13.232558139534884,23.068449612403104,422.04651162790697,27.935155038759685,13.232558139534884,2.9063178294573633,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.25886524822695034,0
529,9003,3659.0,4.33,516.0,39.13,965.0,69772.0,174900.0,23.1,57.22,10.88,11.66,0.3,16.8,0.1,2.75,0.29,41.0,32.0,6.2,7.95,0,1,0,4.368643410852712,3758.775697674419,64.42437984496124,8.30031007751939,10.524031007751928,0.18701550387596896,12.732480620155048,0.063798449612403,2.742790697674417,0.25093023255813957,84813.43538759688,1155.665813953488,3.7612790697674443,17.356589147286822,239823.4250387598,13.232558139534884,23.068449612403104,422.04651162790697,27.935155038759685,13.232558139534884,2.9063178294573633,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.25886524822695034,0
1464,25306,2828.0,15.93,716.0,58.5,394.0,25896.0,71100.0,21.6,61.54,33.71,2.69,0.17,0.73,0.0,0.94,0.21,62.0,44.0,6.15,8.66,0,0,0,19.581999999999997,3083.2,53.596000000000004,42.592000000000006,2.338,0.08,0.48599999999999993,0.0,0.7620000000000001,0.14400000000000002,29528.922,407.714,7.506,42.4,72411.666,30.0,25.23,522.2,40.071999999999996,30.0,5.214,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1462,25272,3672.0,14.4,708.0,43.22,408.0,25429.0,57700.0,23.3,52.26,44.06,2.78,0.0,0.08,0.0,0.79,0.03,61.0,45.0,6.35,8.61,0,0,0,19.581999999999997,3083.2,53.596000000000004,42.592000000000006,2.338,0.08,0.48599999999999993,0.0,0.7620000000000001,0.14400000000000002,29528.922,407.714,7.506,42.4,72411.666,30.0,25.23,522.2,40.071999999999996,30.0,5.214,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1477,25527,6114.0,11.56,938.0,39.08,537.0,34269.0,79100.0,27.3,58.62,35.62,1.91,0.75,1.19,0.11,1.64,0.15,338.0,93.0,9.92,36.04,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
125,2129,5479.57,5.45,323.0,13.2,480.97,47909.2,122122.17,20.0,94.42,2.73,1.57,0.16,0.55,0.0,0.53,0.04,26.0,15.0,4.64,8.05,0,0,0,6.0284615384615385,5049.808461538462,94.26153846153849,3.7307692307692304,0.9784615384615384,0.14923076923076922,0.26692307692307693,0.015384615384615385,0.5346153846153846,0.062307692307692314,42807.88923076924,489.14076923076925,8.066153846153846,29.307692307692307,109169.14615384614,17.923076923076923,20.671538461538464,362.38461538461536,17.225384615384613,17.923076923076923,4.9861538461538455,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1460,25238,5324.0,6.4,353.0,18.41,923.1,54769.0,106129.38,22.69,73.66,7.17,15.31,0.27,1.64,0.0,1.79,0.17,29.0,14.0,3.96,8.21,0,0,0,5.135,5156.3099999999995,67.025,10.95,15.010000000000002,0.375,4.085,0.05,2.23,0.275,62487.15,928.55,6.800000000000001,33.0,131115.13,17.0,22.395000000000003,520.0,21.35,17.0,3.435,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
549,9343,2360.0,0.96,28.0,4.48,1731.0,133564.0,361900.0,22.3,77.55,4.86,3.19,0.16,11.77,0.1,2.12,0.26,3.0,3.0,10.56,10.56,0,1,0,4.368643410852712,3758.775697674419,64.42437984496124,8.30031007751939,10.524031007751928,0.18701550387596896,12.732480620155048,0.063798449612403,2.742790697674417,0.25093023255813957,84813.43538759688,1155.665813953488,3.7612790697674443,17.356589147286822,239823.4250387598,13.232558139534884,23.068449612403104,422.04651162790697,27.935155038759685,13.232558139534884,2.9063178294573633,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.25886524822695034,0
124,2112,5213.0,3.75,235.0,19.72,567.0,44752.0,103600.0,21.4,94.95,3.09,0.94,0.26,0.19,0.04,0.43,0.08,20.0,14.0,5.96,8.52,0,0,0,6.0284615384615385,5049.808461538462,94.26153846153849,3.7307692307692304,0.9784615384615384,0.14923076923076922,0.26692307692307693,0.015384615384615385,0.5346153846153846,0.062307692307692314,42807.88923076924,489.14076923076925,8.066153846153846,29.307692307692307,109169.14615384614,17.923076923076923,20.671538461538464,362.38461538461536,17.225384615384613,17.923076923076923,4.9861538461538455,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1444,24847,1345.0,23.51,84.0,54.98,431.96,18299.32,20960.45,19.71,82.72,12.36,1.87,0.35,0.71,0.03,1.82,0.14,16.0,7.0,8.33,19.05,0,0,0,18.591052631578947,3435.2105263157896,64.5142105263158,31.10631578947369,1.4615789473684213,0.2421052631578947,1.213684210526316,0.04315789473684211,1.2500000000000002,0.1668421052631579,31586.805263157898,463.00894736842105,24.407894736842103,153.6315789473684,76053.91684210526,104.57894736842105,25.01526315789474,615.1578947368421,44.293684210526315,104.57894736842105,17.167894736842104,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
123,2095,4260.96,3.75,572.0,19.72,567.0,44752.0,103600.0,21.4,94.95,3.09,0.94,0.26,0.19,0.04,0.43,0.08,47.0,30.0,5.25,8.22,0,0,0,6.0284615384615385,5049.808461538462,94.26153846153849,3.7307692307692304,0.9784615384615384,0.14923076923076922,0.26692307692307693,0.015384615384615385,0.5346153846153846,0.062307692307692314,42807.88923076924,489.14076923076925,8.066153846153846,29.307692307692307,109169.14615384614,17.923076923076923,20.671538461538464,362.38461538461536,17.225384615384613,17.923076923076923,4.9861538461538455,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1476,25510,4501.0,14.37,867.0,44.16,499.0,29401.0,74600.0,29.5,44.81,50.52,1.89,0.31,0.82,0.0,1.64,0.0,211.0,44.0,5.08,24.35,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1478,25544,6216.52,5.22,1185.0,43.65,569.57,39165.08,114556.49,23.8,80.34,13.34,2.59,0.31,1.21,0.1,1.87,0.26,285.0,59.0,4.98,24.05,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
1498,25884,2925.0,15.43,1132.0,76.35,638.0,31347.0,85500.0,24.3,55.6,32.36,5.77,0.47,2.46,0.13,2.88,0.33,349.0,79.0,6.98,30.83,0,0,0,14.436590909090908,4087.105227272728,51.22409090909091,39.57499999999998,4.073409090909092,0.37636363636363634,2.2334090909090905,0.10204545454545454,2.225227272727273,0.1911363636363637,37370.68386363637,592.6156818181818,33.28431818181818,283.90909090909093,92775.41863636364,69.72727272727273,26.002272727272725,766.8636363636364,49.43499999999999,69.72727272727273,8.44840909090909,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
